well_id,api_formatted,compl_date
4669133,42-109-33177,8/1/2018
4670951,42-389-36326,7/25/2018
4674672,42-389-36424,10/20/2018
4675366,42-301-33708,6/16/2018
4679965,30-025-44191,8/24/2018
4680108,42-109-33225,6/17/2018
4680240,42-301-33746,5/17/2018
4682360,30-025-44265,6/5/2018
4686607,42-389-36621,8/5/2018
4686867,30-025-44303,9/25/2018
4725941,30-025-44316,6/1/2018
4730570,42-301-33856,8/7/2018
4733870,42-109-33295,7/27/2018
4734180,42-389-36690,7/3/2018
4734374,30-015-44682,7/7/2018
4736256,42-389-36846,6/16/2018
4736805,42-389-36867,8/18/2018
4737560,42-301-33937,9/11/2018
4748663,30-025-44659,7/16/2018
4894484,42-389-37076,8/2/2018
5282210,42-389-37174,8/21/2018
5285629,42-389-37230,9/9/2018
5288440,30-025-44762,9/18/2018
5338796,30-025-45202,7/5/2018
1063895,30-015-33648,1/20/2005
1063896,30-015-33649,6/10/2005
4135316,42-389-00000,4/8/2014
4641573,30-015-44226,9/3/2018
4675238,30-015-44502,7/11/2018
4726302,30-025-44350,9/1/2018
4728751,30-015-44627,8/21/2018
4752604,30-015-44865,8/12/2018
504991,30-015-38170,6/11/2012
505335,30-015-39685,3/15/2012
506066,30-015-41379,9/20/2013
506710,30-025-40370,11/27/2012
506918,30-025-40946,1/23/2014
507117,30-025-41644,8/26/2014
507123,30-025-41732,6/19/2014
507212,30-025-42377,9/9/2015
508145,30-015-39801,4/8/2014
508153,30-015-39864,5/1/2012
508350,30-015-40336,7/10/2012
508690,30-015-41296,6/22/2015
509214,30-015-43487,6/4/2016
510082,30-015-38336,6/20/2012
510191,30-015-39432,3/7/2012
510264,30-025-42914,9/9/2017
510698,30-015-40404,8/7/2012
511023,30-015-43544,2/10/2018
511031,30-015-38991,3/12/2012
511119,30-015-39544,5/12/2012
511227,30-015-39839,4/24/2013
511250,30-015-41506,8/21/2014
511259,30-015-41606,4/20/2015
511275,30-025-40039,3/23/2012
511803,30-015-42663,1/17/2015
511929,30-015-43005,6/24/2015
512460,30-025-40833,3/22/2013
512675,30-015-42123,11/25/2014
512986,30-015-42936,7/24/2015
513068,30-025-40912,5/8/2013
513071,30-025-40951,7/4/2014
513116,30-025-41800,3/14/2015
513125,30-025-41938,5/14/2015
513292,30-025-42984,1/10/2017
513677,30-025-41142,11/21/2013
521050,30-015-42049,10/19/2014
522175,30-025-41831,3/4/2015
571797,42-109-32523,10/13/2013
580852,42-109-32822,7/19/2015
580857,42-109-32860,5/17/2017
589801,42-109-32748,12/10/2015
589837,42-109-32840,6/16/2016
590424,42-109-32702,6/17/2016
605006,42-301-32698,6/27/2016
618777,42-371-39336,9/17/2015
618870,42-371-39353,11/8/2015
621453,42-389-34016,7/18/2014
621469,42-389-34172,9/6/2014
621657,42-389-34383,11/26/2014
622045,42-389-35034,1/14/2016
623656,42-301-31738,7/29/2012
623665,42-301-31804,12/23/2012
623826,42-301-31986,12/26/2013
624065,42-301-32172,7/7/2014
624236,42-301-31898,2/27/2013
624480,42-301-31771,3/10/2013
624703,42-301-31884,5/7/2013
624909,42-301-32805,9/18/2016
625943,42-301-32538,2/26/2017
626119,42-301-32523,7/15/2015
632010,42-475-36298,3/16/2013
635096,42-389-33460,3/29/2013
635472,42-389-34082,8/3/2014
635598,42-389-34230,1/29/2015
635762,42-389-34445,9/26/2016
635775,42-389-34544,3/26/2015
636065,42-389-34751,5/16/2015
642389,42-389-33702,10/31/2013
642544,42-389-33850,5/16/2014
642904,42-389-34370,11/7/2014
643348,42-389-34866,4/19/2016
644629,42-389-33369,11/18/2012
645158,42-389-33966,3/4/2014
645369,42-389-34029,5/31/2014
645774,42-389-34039,6/13/2014
646328,42-389-35006,3/1/2017
646341,42-389-35101,1/1/2016
648589,42-475-35709,7/28/2011
653123,42-389-33991,2/9/2014
653371,42-389-34501,3/11/2015
653587,42-389-34783,10/8/2015
653588,42-389-34784,7/11/2015
653598,42-389-34889,11/29/2016
658269,42-475-36492,12/10/2013
658699,42-475-35718,7/1/2011
658719,42-475-35873,2/22/2012
659713,42-475-35909,4/18/2012
660051,42-475-36620,6/4/2014
660133,42-475-36720,8/24/2014
660236,42-475-35849,10/29/2011
660243,42-475-35880,1/16/2012
663408,42-495-33441,10/17/2012
731101,30-015-39794,8/14/2012
731205,30-015-41041,9/1/2014
731258,30-015-42031,9/15/2014
731262,30-015-42085,9/1/2014
731303,30-015-43239,10/21/2015
731478,30-025-42127,2/7/2015
741602,42-109-32480,10/27/2012
741611,42-109-32573,12/10/2013
746720,42-301-32303,2/27/2015
751466,42-475-35808,9/5/2011
1066334,30-015-36130,1/29/2009
1066341,30-015-36137,10/25/2008
1066769,30-015-36581,1/26/2009
1067399,30-015-37257,5/24/2010
1067498,30-015-37367,10/17/2010
1067563,30-015-37435,6/2/2010
1067776,30-015-37666,10/12/2010
1067805,30-015-37700,9/24/2010
1067978,30-015-37879,9/23/2010
1068065,30-015-37970,6/13/2011
1068513,30-015-38454,6/11/2011
1068530,30-015-38474,8/10/2011
1068694,30-015-38959,5/15/2011
1068788,30-015-39071,1/24/2012
1069791,30-015-41573,3/12/2015
1069897,30-015-41793,9/20/2014
1070130,30-015-42236,1/13/2016
1070435,30-015-42743,1/29/2017
1070442,30-015-42752,11/18/2015
1070823,30-015-43215,7/8/2016
1103666,30-025-39716,3/26/2011
1104148,30-025-40254,2/3/2012
1104277,30-025-40519,12/16/2012
1104631,30-025-41370,2/6/2015
1104743,30-025-41609,5/30/2014
1104754,30-025-41630,10/24/2014
1105021,30-025-42081,1/19/2016
1105112,30-025-42193,8/20/2015
1105177,30-025-42264,7/10/2017
1105274,30-025-42406,8/19/2017
1105351,30-025-42507,10/1/2016
1105425,30-025-42589,11/17/2016
1105563,30-025-42735,4/13/2016
1105626,30-025-42799,5/15/2016
1105630,30-025-42803,9/6/2016
2865133,42-389-32397,12/21/2006
2884777,42-389-10511,6/9/2006
2950659,42-389-32477,2/4/2008
2997265,42-475-35517,7/9/2010
2997442,42-475-35889,4/12/2013
3034292,42-475-35567,8/16/2010
3034301,42-475-35649,3/26/2011
3230852,30-025-43054,11/24/2016
3231160,42-389-35150,7/4/2016
3232653,42-495-33717,8/1/2016
3241389,42-389-35172,7/9/2016
3491908,42-389-35189,3/7/2017
3495029,30-015-43704,10/30/2017
3699174,30-015-43738,4/16/2017
3699641,30-025-43212,12/4/2016
3700981,42-389-35238,9/19/2016
3701911,30-025-43291,10/26/2016
3763057,42-475-37114,5/20/2017
3824016,30-015-43874,4/11/2017
3838731,42-301-32958,12/23/2016
3868997,42-495-33737,11/21/2016
3869202,42-389-35348,4/6/2017
3869537,42-301-32992,3/22/2017
3869667,42-389-35365,12/18/2016
3869671,42-389-35369,4/11/2017
3872279,42-301-33012,4/20/2017
3872656,42-389-35406,9/27/2017
3873047,30-015-43915,5/24/2017
3873809,42-301-33028,1/14/2017
3874033,42-301-33037,3/4/2017
3874970,30-025-43461,6/10/2017
4136501,30-025-43496,4/30/2017
4153986,42-301-33139,5/9/2017
4172895,42-389-35614,4/29/2017
4366920,30-025-43610,12/25/2017
4366945,42-389-35711,9/27/2017
4367866,30-025-43612,8/3/2017
4367869,30-025-43615,6/5/2017
4368073,30-015-44066,6/2/2017
4368647,42-389-35748,9/7/2017
4371036,42-389-35793,1/19/2018
4371576,42-301-33045,3/20/2017
4371808,42-301-33282,8/15/2017
4373126,42-495-33829,1/10/2018
4373505,42-301-33290,9/15/2017
4373574,30-015-44116,12/21/2017
4374035,42-109-33093,10/18/2017
4415702,42-389-35836,5/1/2017
4415816,42-371-39516,8/24/2017
4415927,30-025-43741,5/11/2018
4420548,42-109-33097,9/21/2017
4420630,42-389-35657,10/13/2017
4421479,42-475-37241,8/30/2017
4422073,42-389-35993,9/21/2017
4640965,42-389-35543,5/11/2017
4643575,42-301-33434,12/8/2017
4644381,42-389-36083,12/24/2017
4644420,30-015-44273,12/1/2017
4645107,42-301-33476,2/28/2018
4646865,30-015-44294,11/15/2017
4647206,42-389-36169,3/6/2018
4648100,42-109-33155,11/25/2017
4648143,42-389-36219,11/26/2017
4656209,42-301-33561,12/19/2017
4656690,42-389-36243,1/19/2018
4656830,30-025-43925,9/30/2017
4656891,42-389-36259,11/12/2017
4673447,42-389-36396,3/26/2018
4686873,42-389-36673,4/13/2018
4730030,42-301-33850,5/25/2018
4736253,42-389-36837,4/18/2018
610180,42-301-31568,6/24/2011
624692,42-301-32557,11/22/2017
625779,42-301-32361,9/25/2017
635602,42-389-34251,3/25/2015
646100,42-389-34892,8/19/2015
749575,42-389-32855,8/30/2011
1070422,30-015-42728,3/4/2018
1070550,30-015-42882,9/10/2017
1105719,30-025-42892,10/9/2017
2553615,42-109-32323,5/12/2010
3148669,42-109-32326,6/22/2010
3762772,30-025-43354,10/1/2018
3875101,42-389-35476,1/27/2017
3903659,42-475-37154,7/23/2017
4421840,42-389-35994,5/24/2018
4656213,42-301-33565,10/9/2018
4671258,42-389-36340,9/3/2018
4671266,42-475-37318,2/2/2018
4679952,30-015-44560,7/9/2018
4679978,30-025-44196,8/2/2018
4680155,42-389-36442,6/1/2018
4681072,42-389-36587,7/3/2018
4686290,42-371-39654,5/27/2018
4725939,30-025-44315,6/1/2018
4726042,42-371-39666,4/7/2018
4726215,42-389-36699,6/5/2018
4728154,30-025-44368,6/15/2018
4728334,42-389-36603,4/15/2018
4728759,30-015-44635,6/1/2018
4733093,42-389-36796,6/12/2018
4740364,42-475-37454,8/21/2018
4880370,42-109-33310,8/31/2018
4894289,42-389-37071,5/28/2018
5288354,30-015-44989,10/17/2018
4734157,30-025-44459,9/1/2018
4752627,42-389-63090,11/11/2017
505512,30-015-40167,7/3/2012
506361,30-015-42496,11/16/2014
506444,30-015-43131,9/18/2015
506610,30-025-40258,9/16/2014
506709,30-025-40369,11/11/2012
506716,30-025-40423,5/5/2012
506797,30-025-40590,1/18/2013
507127,30-025-41811,12/24/2014
507132,30-025-41913,4/17/2015
507134,30-025-41957,11/25/2014
507206,30-025-42045,2/13/2015
507935,30-015-38613,9/30/2014
508576,30-015-41007,5/2/2013
508580,30-015-41039,6/23/2013
508803,30-015-41447,12/23/2013
509080,30-015-39251,4/20/2012
509478,30-015-39918,12/13/2012
509823,30-015-40438,6/14/2013
509933,30-025-41173,9/18/2013
509938,30-025-41200,1/24/2015
510012,30-015-40834,1/15/2013
510133,30-015-40906,5/13/2013
510296,30-015-41199,5/17/2015
510297,30-015-41248,3/3/2015
510312,30-015-39508,2/21/2012
510313,30-015-39511,6/10/2012
510356,30-025-42918,11/19/2017
510723,30-015-39786,8/6/2012
510827,30-015-39894,5/9/2013
511018,30-015-43499,8/23/2016
511085,30-015-41137,8/5/2013
511169,30-015-41298,12/17/2013
511274,30-025-39956,3/2/2012
511285,30-025-40455,3/18/2015
511390,30-025-40594,11/11/2012
511503,30-025-40927,5/23/2014
511570,30-015-41830,8/20/2014
511636,30-025-41149,11/6/2013
511640,30-025-41204,4/25/2014
511691,30-015-42220,5/29/2014
511969,30-025-42347,4/3/2015
511972,30-025-42472,6/2/2015
512150,30-015-41845,5/19/2014
512282,30-025-40486,6/2/2013
512305,30-015-42161,11/1/2015
512398,30-015-42526,10/28/2014
512517,30-015-41679,8/19/2014
512528,30-015-42948,11/25/2015
512536,30-015-43455,11/6/2016
512640,30-025-41138,1/14/2014
512809,30-025-40407,3/20/2013
512946,30-025-40840,3/27/2013
512947,30-025-40842,6/10/2013
513128,30-025-41977,12/9/2014
513226,30-025-41227,10/25/2013
513241,30-025-41408,4/9/2014
513669,30-025-41032,9/30/2013
513680,30-025-42200,3/12/2015
513683,30-025-42295,8/21/2015
513692,30-025-42500,6/12/2015
521124,30-015-42482,1/29/2015
521211,30-015-42937,5/2/2015
521521,30-025-40687,2/28/2013
521530,30-025-40852,2/1/2013
522076,30-025-41695,7/22/2014
522183,30-025-42076,6/30/2015
577707,42-109-32472,9/6/2012
577775,42-109-32676,8/27/2014
577780,42-109-32716,10/3/2014
580372,42-109-32549,9/30/2013
589343,42-109-32517,5/16/2013
589793,42-109-32672,12/3/2015
590428,42-109-32732,5/24/2015
591529,42-109-32489,11/12/2012
604029,42-301-31746,8/30/2012
604459,42-301-32274,2/12/2015
605017,42-301-32798,4/25/2016
610894,42-301-32548,7/20/2015
611305,42-301-32808,9/18/2016
621656,42-389-34359,10/31/2014
622231,42-389-35040,3/3/2016
623664,42-301-31801,9/24/2012
623816,42-301-31917,12/14/2013
623939,42-301-32101,5/13/2014
623940,42-301-32105,6/15/2014
624115,42-301-31650,8/29/2012
624123,42-301-31735,6/23/2012
624234,42-301-31895,8/23/2013
624311,42-301-31918,4/7/2013
624389,42-301-32831,8/5/2016
624857,42-301-32253,5/1/2015
625439,42-301-31977,12/27/2013
625533,42-301-31667,5/8/2012
625580,42-301-32622,9/27/2015
625665,42-301-31821,5/5/2013
625776,42-301-32336,8/10/2015
625777,42-301-32344,4/25/2015
626299,42-301-32832,8/6/2016
631717,42-475-35711,5/22/2011
631883,42-371-39125,2/11/2014
635465,42-389-34043,7/26/2014
635919,42-389-34577,3/16/2015
636079,42-389-34880,9/11/2015
636554,42-495-33579,12/15/2015
641771,42-371-39332,7/10/2015
643217,42-389-34787,7/14/2015
645102,42-389-33466,12/2/2012
645349,42-389-33174,2/17/2013
645519,42-389-34264,10/21/2014
645591,42-389-33968,3/25/2014
645746,42-389-34628,3/10/2015
645991,42-389-34754,6/3/2015
646114,42-389-34994,10/25/2016
646120,42-389-35058,2/5/2016
649541,42-475-36545,2/13/2014
650260,42-475-36869,7/22/2015
652080,42-389-33578,7/28/2013
652281,42-389-33950,1/16/2014
653362,42-389-34411,5/15/2017
653586,42-389-34767,8/25/2015
655237,42-475-36000,5/31/2012
655549,42-475-36467,8/7/2013
655551,42-475-36485,9/18/2013
657966,42-475-35866,11/2/2011
658100,42-475-36233,4/12/2013
658102,42-475-36252,4/18/2013
658180,42-475-36320,10/5/2014
658267,42-475-36443,12/2/2013
658386,42-475-36699,11/3/2014
660334,42-475-37029,5/4/2016
664712,42-495-33385,1/29/2012
665906,42-495-33406,9/10/2012
674443,42-475-36538,2/20/2014
674615,42-475-36606,4/29/2014
731370,30-025-40437,9/23/2012
731415,30-025-41238,11/5/2013
731489,30-025-42658,11/17/2015
746703,42-301-32174,2/18/2015
746748,42-301-32518,7/22/2017
749593,42-389-33039,12/23/2011
749717,42-389-34036,6/11/2014
749723,42-389-34121,11/26/2014
749772,42-389-34488,8/5/2015
749787,42-389-34599,2/15/2015
749791,42-389-34623,12/1/2016
749815,42-389-34823,9/21/2015
751591,42-475-36815,4/2/2015
1065829,30-015-35614,7/3/2009
1066563,30-015-36369,3/7/2011
1067041,30-015-36871,10/19/2009
1067219,30-015-37063,11/11/2009
1067315,30-015-37168,10/6/2009
1067322,30-015-37175,12/18/2009
1067594,30-015-37467,6/8/2010
1068153,30-015-38059,4/20/2011
1068192,30-015-38101,2/4/2012
1068305,30-015-38223,1/19/2012
1068625,30-015-38602,7/20/2011
1068679,30-015-38667,11/2/2011
1068950,30-015-39292,11/21/2011
1070078,30-015-42166,7/12/2017
1070366,30-015-42638,10/14/2016
1070425,30-015-42731,2/1/2017
1070427,30-015-42733,10/17/2017
1070496,30-015-42820,5/19/2016
1070637,30-015-43015,4/1/2016
1070691,30-015-43075,2/24/2016
1070792,30-015-43182,3/8/2016
1070804,30-015-43194,3/18/2017
1070959,30-015-43360,10/5/2017
1070974,30-015-43375,7/7/2016
1098094,30-025-34015,12/17/2008
1103662,30-025-39712,8/22/2015
1103951,30-025-40015,7/17/2011
1104780,30-025-41672,7/28/2017
1105418,30-025-42582,9/9/2017
1105608,30-025-42780,2/19/2017
1105684,30-025-42857,10/12/2016
1105713,30-025-42886,2/15/2017
2755823,42-301-31394,6/30/2008
2790113,42-243-00006,1/1/2007
2865237,42-389-32480,5/22/2008
2886298,42-389-34961,7/29/2016
2950669,42-389-32529,11/26/2008
2950998,42-389-32642,6/7/2010
2951018,42-389-35057,2/25/2016
2997263,42-475-35512,1/27/2010
3009625,42-475-35575,9/29/2010
3198490,42-389-32296,1/1/2005
3216317,42-475-35159,12/18/2006
3231165,42-389-35156,6/13/2016
3231892,30-025-43064,6/2/2018
3491529,42-389-35184,6/7/2016
3491900,42-301-32882,8/22/2016
3555413,42-301-32892,10/18/2016
3698826,42-371-39396,11/9/2016
3699978,30-015-43743,4/17/2018
3700005,30-025-43234,10/3/2016
3700009,30-025-43238,2/12/2018
3759845,42-371-39409,4/3/2017
3762928,42-389-35270,9/30/2016
3868962,42-389-35319,1/17/2017
3869000,42-495-33740,11/18/2016
3869178,42-475-37122,3/30/2017
3869195,42-301-32983,3/27/2017
3869378,42-389-35361,1/18/2017
3869663,42-371-39425,6/23/2017
3869673,42-389-35371,3/31/2017
3870545,42-475-37132,2/16/2017
3872301,42-389-35387,12/12/2017
3872378,30-025-43426,1/16/2017
3872608,42-301-33020,10/16/2017
3873866,42-475-37136,12/20/2017
3874143,42-389-35389,4/1/2017
3874974,30-025-43465,6/8/2017
3875075,42-301-33061,8/26/2017
3875083,42-301-33070,10/5/2017
3875087,42-301-33074,8/28/2017
3875097,42-371-39439,12/21/2017
3902233,42-301-33082,3/14/2017
3902330,42-371-39444,1/22/2017
3903400,30-025-43468,3/31/2017
3903641,42-301-33096,4/19/2017
4136737,30-015-43999,12/17/2017
4154347,42-301-33111,2/23/2018
4172832,42-109-33018,5/1/2017
4172901,42-475-37165,4/16/2017
4173053,30-015-44028,12/5/2017
4173352,42-389-35632,1/17/2018
4173374,42-371-39481,7/7/2017
4174002,42-475-37186,9/22/2017
4366552,42-371-39459,7/9/2017
4366965,42-389-35704,1/19/2018
4368565,42-389-35747,8/18/2017
4370703,30-015-44099,7/21/2017
4371239,30-025-43689,6/7/2018
4373553,30-025-43717,9/13/2017
4415851,42-389-35846,2/10/2018
4415989,42-389-35873,6/12/2017
4418955,42-371-39519,8/1/2017
4419066,42-389-35877,7/13/2017
4419473,42-389-35902,5/1/2018
4420115,42-389-35595,6/20/2017
4420119,42-389-35889,2/6/2018
4640753,42-301-33198,5/23/2017
4640906,42-301-33124,4/12/2017
4641559,30-015-44209,11/6/2017
4641848,42-389-36037,5/1/2018
4643792,42-389-36064,11/29/2017
4644757,42-301-33472,2/6/2018
4646869,30-015-44298,2/14/2018
4656226,42-371-39601,4/11/2018
4656229,42-389-36239,3/24/2018
4656236,42-389-36252,5/6/2018
4657781,30-025-43935,12/12/2017
4673183,30-025-44045,3/26/2018
4673208,30-025-44075,3/18/2018
4674196,30-015-44475,3/29/2018
4674227,30-025-44124,2/16/2018
4675459,30-015-44513,4/15/2018
4676015,30-025-44149,1/13/2018
4679473,30-015-44516,4/1/2018
4680733,42-389-36540,4/13/2018
4681000,42-301-33752,4/22/2018
4726138,30-025-44323,3/13/2018
4728342,42-389-36613,3/6/2018
4728533,42-389-36607,4/7/2018
4728534,42-389-36619,4/25/2018
591807,42-109-32919,9/11/2016
644840,42-389-33247,1/21/2012
749783,42-389-34572,1/23/2015
1067882,30-015-37779,4/30/2012
2956178,42-389-32999,5/27/2012
3758106,42-301-32943,4/26/2018
3870542,42-389-35374,3/11/2017
3874403,42-301-33035,7/15/2017
4154230,42-301-33149,6/23/2018
4371216,30-025-43698,7/19/2018
4420875,42-389-35891,1/6/2018
4641583,30-015-44220,1/2/2018
4645011,30-025-43875,8/19/2018
4646643,42-109-33124,6/11/2018
4647052,42-109-33147,6/14/2018
4647302,42-301-33508,8/12/2018
4647337,42-389-36126,4/20/2018
4648012,42-389-36103,6/2/2018
4655905,42-301-33302,5/9/2018
4655907,42-301-33304,5/15/2018
4656230,42-389-36240,4/1/2018
4657776,30-025-43930,7/17/2018
4676176,42-389-36491,5/3/2018
4679487,30-025-44163,10/15/2018
4679666,42-389-36521,4/18/2018
4680260,42-389-36544,5/13/2018
4686134,42-301-33797,8/21/2018
4728379,42-475-37389,7/5/2018
4729162,42-389-36742,8/30/2018
4729764,42-301-33841,9/15/2018
4730180,42-495-34049,8/12/2018
4733869,42-109-33294,7/27/2018
4734601,42-371-39692,8/1/2018
4736774,42-301-33909,7/26/2018
4737071,42-389-36884,10/18/2018
4741542,30-025-44606,10/7/2018
4747910,30-025-44643,9/4/2018
4894960,42-301-33982,8/16/2018
5285711,42-389-37235,9/15/2018
1105676,30-025-42849,3/1/2017
4671466,30-015-44424,8/28/2018
4679926,30-015-44542,4/24/2018
4728754,30-015-44630,8/20/2018
4732888,30-015-44669,10/4/2018
505187,30-015-39142,4/12/2012
505198,30-015-39361,4/20/2012
505934,30-015-41058,9/9/2013
506266,30-015-41958,8/14/2014
506357,30-015-42412,8/24/2015
506446,30-015-43195,8/12/2015
507043,30-025-41515,9/19/2014
507114,30-025-41575,3/19/2014
507826,30-015-37509,2/7/2013
507829,30-015-38236,11/4/2012
507945,30-015-39293,4/19/2012
508146,30-015-39809,9/27/2012
508356,30-015-40407,5/26/2013
508422,30-015-40768,3/20/2013
508581,30-015-41056,12/11/2013
508799,30-015-41420,1/2/2014
508991,30-015-42239,12/19/2014
509005,30-015-37382,1/13/2014
509091,30-015-42471,10/19/2015
509321,30-015-39543,10/8/2012
509494,30-015-40071,7/27/2012
509627,30-025-40670,12/1/2012
509765,30-025-41071,12/8/2013
510123,30-025-41689,10/11/2014
510179,30-015-38904,8/27/2012
510189,30-015-39375,3/9/2013
510490,30-015-38071,6/22/2012
510508,30-015-39232,4/23/2012
510661,30-015-41888,1/16/2015
510662,30-015-41914,9/29/2014
510852,30-015-42203,8/23/2014
510856,30-015-42298,8/14/2014
510929,30-015-37646,5/5/2012
511339,30-015-40098,8/13/2012
511510,30-025-41026,7/20/2013
511985,30-025-42977,2/11/2017
512182,30-025-40247,2/9/2012
512280,30-025-40484,5/28/2013
512401,30-015-42624,5/12/2015
512408,30-015-42712,8/19/2015
512458,30-025-40792,5/19/2013
512470,30-025-40982,7/13/2013
512806,30-025-40388,5/8/2012
512807,30-025-40390,4/2/2013
512938,30-025-40720,12/28/2012
513358,30-025-40188,8/24/2012
513361,30-025-41488,4/18/2014
513532,30-025-40706,11/27/2012
513536,30-025-40778,12/13/2012
513666,30-025-40969,12/1/2013
513676,30-025-41129,3/19/2014
513837,30-025-41565,4/12/2015
514010,30-025-42414,5/6/2015
520415,30-015-39773,4/10/2012
521040,30-015-41831,8/16/2014
521051,30-015-42054,6/30/2014
521458,30-025-40343,5/3/2012
521750,30-025-41031,10/5/2013
522067,30-025-41534,5/10/2014
522073,30-025-41624,4/16/2015
572022,42-109-32842,8/20/2015
577762,42-109-32546,12/10/2013
578049,42-109-32821,7/30/2015
580552,42-109-32636,4/16/2014
580553,42-109-32640,6/20/2014
580554,42-109-32643,4/30/2014
589550,42-109-32736,7/20/2015
589787,42-109-32583,1/13/2014
590159,42-109-32846,4/1/2015
590420,42-109-32683,3/9/2015
590560,42-109-32847,8/19/2015
591655,42-109-32604,1/13/2014
604283,42-301-32012,1/25/2014
610185,42-301-31609,9/30/2011
610362,42-301-31729,3/25/2012
610370,42-301-31781,11/14/2012
610376,42-301-31826,10/15/2012
610741,42-301-32391,7/25/2017
618770,42-371-39280,2/18/2015
621286,42-389-33912,12/23/2013
621471,42-389-34180,5/27/2015
621641,42-389-34245,12/11/2014
621788,42-389-34498,1/28/2015
621886,42-389-34546,5/24/2015
623922,42-301-32001,10/30/2013
624062,42-301-32158,9/5/2014
624106,42-301-31557,2/6/2011
624329,42-301-32023,1/30/2015
624570,42-301-32266,2/26/2015
624576,42-301-32331,5/27/2015
624842,42-301-32124,6/13/2014
624853,42-301-32227,8/28/2014
625318,42-301-32298,1/24/2015
625450,42-301-32041,12/17/2013
625667,42-301-31853,7/31/2013
625673,42-301-31891,4/24/2013
625760,42-301-32047,12/16/2013
625761,42-301-32053,6/28/2014
626122,42-301-32549,7/20/2015
631823,42-475-35834,9/25/2011
631827,42-475-35867,12/24/2011
632360,42-475-36730,9/22/2014
632522,42-475-36925,6/9/2015
635760,42-389-34438,2/7/2015
635923,42-389-34597,8/7/2017
636072,42-389-34822,6/24/2016
641401,42-371-39268,8/10/2015
642655,42-371-38947,12/11/2012
642873,42-371-39248,5/10/2015
643041,42-389-34631,7/3/2015
643354,42-389-34909,9/24/2015
644726,42-389-32847,11/15/2011
644845,42-389-33438,5/31/2013
644846,42-389-33440,12/13/2012
644959,42-389-33632,10/6/2013
645141,42-389-33789,10/11/2014
645193,42-389-33060,4/9/2012
645196,42-389-33076,5/19/2012
645461,42-389-33325,6/29/2013
645586,42-389-33933,3/20/2014
645676,42-389-34123,11/26/2014
645771,42-389-33992,3/15/2014
645778,42-389-34060,6/28/2014
645794,42-389-34399,4/11/2015
645796,42-389-34401,6/21/2015
645896,42-389-34491,10/17/2016
646000,42-389-34826,11/16/2015
646199,42-389-34693,5/15/2015
646434,42-389-35092,8/10/2016
648873,42-475-35927,5/16/2012
648881,42-475-35974,5/2/2012
649694,42-475-36644,11/16/2014
652090,42-389-33687,6/19/2013
653120,42-389-33952,1/22/2014
653444,42-389-34735,4/30/2015
655146,42-475-35812,9/15/2011
655229,42-475-35937,5/6/2012
658268,42-475-36484,1/5/2014
658624,42-475-35676,2/25/2012
658713,42-475-35823,8/27/2012
660045,42-475-36561,2/11/2014
660388,42-475-36198,8/17/2013
673571,42-475-35406,1/5/2009
679589,42-495-33495,7/14/2013
731086,30-015-39506,8/22/2012
731180,30-015-40764,6/15/2013
731265,30-015-42127,7/11/2014
731327,30-025-25269,5/16/2012
731349,30-025-40069,9/29/2012
731429,30-025-41377,1/20/2015
741625,42-109-32744,4/21/2015
746640,42-301-31655,4/5/2012
746653,42-301-31700,5/16/2012
746667,42-301-31792,8/8/2012
746680,42-301-31944,9/17/2013
746698,42-301-32141,1/21/2015
749635,42-389-33341,8/24/2013
749677,42-389-33659,10/19/2013
749740,42-389-34226,7/17/2014
749768,42-389-34441,2/6/2017
749841,42-389-35087,1/7/2016
751482,42-475-35944,2/24/2012
1065660,30-015-35443,9/27/2007
1066039,30-015-35831,1/24/2008
1066748,30-015-36559,10/22/2009
1067833,30-015-37728,8/1/2010
1068197,30-015-38107,1/28/2011
1068278,30-015-38195,12/28/2010
1068458,30-015-38392,3/5/2011
1068840,30-015-39141,11/23/2011
1069696,30-015-41327,8/1/2013
1069762,30-015-41488,1/9/2014
1069976,30-015-41931,7/13/2014
1070377,30-015-42659,8/9/2016
1070445,30-015-42756,11/27/2017
1070555,30-015-42892,1/14/2016
1070604,30-015-42974,1/8/2016
1070661,30-015-43041,11/2/2015
1070752,30-015-43140,1/22/2017
1070820,30-015-43212,6/28/2017
1070877,30-015-43276,1/23/2016
1103325,30-025-39365,9/6/2010
1104076,30-025-40163,10/13/2011
1104311,30-025-40621,6/28/2012
1104558,30-025-41172,9/17/2015
1104559,30-025-41177,2/14/2014
1104628,30-025-41364,10/8/2014
1104940,30-025-41959,10/22/2014
1105023,30-025-42083,7/1/2015
1105132,30-025-42219,6/22/2017
1105262,30-025-42394,11/6/2017
1105358,30-025-42517,2/20/2016
1105361,30-025-42520,2/14/2016
1105364,30-025-42524,2/20/2016
1105531,30-025-42700,10/20/2016
1105586,30-025-42758,11/26/2015
2411921,30-025-42993,9/23/2017
2411974,42-109-32915,1/25/2017
2755832,42-301-31464,4/15/2009
2762462,42-301-31356,12/30/2007
2865280,42-389-32686,6/27/2011
2950533,42-389-32378,1/11/2007
3082051,42-475-35281,1/24/2008
3082129,42-475-35518,2/20/2010
3216365,42-475-35629,4/26/2011
3231164,42-389-35155,6/24/2016
3232502,30-015-43636,2/10/2018
3232633,42-389-35162,4/14/2017
3433840,42-109-32938,3/13/2017
3435021,42-389-35175,5/21/2016
3555591,42-389-35192,12/31/2016
3555626,42-301-32898,5/10/2017
