well_id,api_formatted,compl_date,xmid,xlen,ymid,ylen,zmid,zlen,NS_orientation,xpos_dist,xpos_date,xpos_id,xpos_api,xneg_dist,xneg_date,xneg_id,xneg_api,ypos_dist,ypos_date,ypos_id,ypos_api,yneg_dist,yneg_date,yneg_id,yneg_api,zpos_dist,zpos_date,zpos_id,zpos_api,zneg_dist,zneg_date,zneg_id,zneg_api,xy_dist,xy_date,xy_id,xy_api,xyz_dist,xyz_date,xyz_id,xyz_api
2918316,4238339372,2015-09-21,826421.5,1681.0,11473610.0,6866.0,-5555.5,33.0,True,44349.0,2014-12-29,643677.0,4238338940.0,-3017.5,2015-06-22,633601.0,4238338677.0,,,,,,,,,,,,,,,,,3008.173075140458,2015-06-30,643813.0,4238339058.0,3052.0231814322774,2015-06-30,643813.0,4238339058.0
657128,4246139787,2015-09-21,733756.5,2055.0,11504492.5,9307.0,-6443.0,48.0,True,638.5,2015-07-03,656312.0,4246139702.0,-578.5,2015-03-19,631184.0,4232939375.0,51.0,2015-05-12,656311.0,4246139700.0,-3360.0,2015-03-19,631184.0,4232939375.0,,,,,-205.5,2015-07-03,656312.0,4246139702.0,124.97699788361057,2015-07-11,657122.0,4246139701.0,434.8465246497895,2015-07-11,657122.0,4246139701.0
634086,4232940127,2015-09-21,2516726.5,2441.0,11623651.0,8456.0,-6916.0,34.0,True,333.0,2015-09-19,634080.0,4232940070.0,-26.0,2015-08-02,748233.0,4232940069.0,1620.0,2015-08-02,748233.0,4232940069.0,,,,,,,,,,,,,1221.818828632134,2015-09-01,613726.0,4232940129.0,1335.2241384876174,2015-09-01,613726.0,4232940129.0
613734,4232940173,2015-09-21,2498052.5,2335.0,11601084.0,7106.0,-5744.5,43.0,True,,,,,-1741697.5,2015-04-17,633610.0,4232939371.0,,,,,-58827.0,2015-03-07,641295.0,4232939562.0,,,,,-624.0,2014-10-30,748152.0,4232939402.0,255.24155225981525,2015-09-13,622207.0,4232940172.0,675.1098058834577,2015-09-13,622207.0,4232940172.0
593670,4217336939,2015-09-23,880144.0,1416.0,11505796.5,6791.0,-5315.0,32.0,True,5194.5,2014-01-02,600467.0,4217336075.0,-715.0,2015-09-10,605312.0,4217336941.0,54.0,2015-09-19,593671.0,4217336942.0,-14.5,2015-09-10,605312.0,4217336941.0,35.5,2015-09-10,605312.0,4217336941.0,,,,,715.1470128581955,2015-09-10,605312.0,4217336941.0,716.0275832675721,2015-09-10,605312.0,4217336941.0
630799,4231740123,2015-09-23,723000.5,1451.0,11703306.0,6220.0,-6616.0,42.0,True,3638.0,2015-07-23,747586.0,4231739574.0,-2502.5,2014-06-08,630105.0,4231739191.0,7822.0,2014-12-23,617246.0,4231739606.0,-146255.5,2013-05-25,630163.0,4232938226.0,,,,,,,,,3270.006918952925,2015-08-22,617729.0,4231740124.0,3270.3029293935447,2015-08-22,617729.0,4231740124.0
605543,4217336940,2015-09-24,879875.5,1841.0,11505989.0,7230.0,-5015.5,11.0,True,268.5,2015-09-23,593670.0,4217336939.0,-446.5,2015-09-10,605312.0,4217336941.0,7696.0,2014-10-19,604418.0,4217336379.0,-138.5,2015-09-19,593671.0,4217336942.0,,,,,-9.5,2015-09-19,593671.0,4217336942.0,330.3763006028126,2015-09-23,593670.0,4217336939.0,445.92460125003197,2015-09-23,593670.0,4217336939.0
2947980,4238339370,2015-09-25,826428.0,1522.0,11473709.5,6645.0,-5982.5,39.0,True,37635.5,2015-07-17,650683.0,4238339322.0,-2963.5,2015-06-30,643813.0,4238339058.0,,,,,,,,,427.0,2015-09-21,2918316.0,4238339372.0,,,,,99.71208552627911,2015-09-21,2918316.0,4238339372.0,438.48774213197794,2015-09-21,2918316.0,4238339372.0
609869,4231740219,2015-09-25,2509677.5,1441.0,11741467.5,5937.0,-5738.0,20.0,True,,,,,-3564.0,2014-12-23,609533.0,4231739954.0,,,,,,,,,555.0,2015-09-25,632468.0,4231740228.0,-721.5,2014-10-19,627907.0,4231739246.0,496.6311508554412,2015-09-25,632468.0,4231740228.0,744.7600284655454,2015-09-25,632468.0,4231740228.0
632468,4231740228,2015-09-25,2510166.0,1500.0,11741378.0,6344.0,-5183.0,28.0,True,,,,,-1642878.0,2015-07-10,599176.0,4222738452.0,,,,,,,,,,,,,-555.0,2014-10-17,749482.0,4238339007.0,496.6311508554412,2015-09-25,609869.0,4231740219.0,744.7600284655454,2015-09-25,609869.0,4231740219.0
628209,4231740184,2015-09-25,804818.0,1266.0,11673247.0,6778.0,-5809.0,68.0,True,1696328.5,2014-09-16,581262.0,4200345894.0,-66146.0,2014-06-16,631615.0,4231739112.0,66252.5,2015-06-30,632412.0,4231740118.0,-193989.5,2015-08-15,644084.0,4238339405.0,,,,,,,,,18541.308213014527,2015-06-23,612139.0,4222738492.0,18558.840278961397,2015-06-23,612139.0,4222738492.0
643965,4238339371,2015-09-27,826206.0,1704.0,11473408.5,7165.0,-5780.0,30.0,True,215.5,2015-09-21,2918316.0,4238339372.0,-2741.5,2015-06-30,643813.0,4238339058.0,201.5,2015-09-21,2918316.0,4238339372.0,,,,,224.5,2015-09-21,2918316.0,4238339372.0,-202.5,2015-09-25,2947980.0,4238339370.0,295.02965952595343,2015-09-21,2918316.0,4238339372.0,370.7327204334681,2015-09-21,2918316.0,4238339372.0
613725,4232940128,2015-09-28,2515855.5,2743.0,11624286.5,10095.0,-6666.0,22.0,True,514.0,2015-09-01,613726.0,4232940129.0,-3368.5,2015-07-30,633216.0,4232939018.0,533.0,2015-09-01,613726.0,4232940129.0,-635.5,2015-09-21,634086.0,4232940127.0,288.5,2015-09-01,613726.0,4232940129.0,,,,,740.4626931858215,2015-09-01,613726.0,4232940129.0,794.680596214605,2015-09-01,613726.0,4232940129.0
631808,4232940045,2015-09-30,765187.0,2044.0,11604329.0,8756.0,-6307.5,81.0,True,321.0,2014-10-13,633342.0,4232939080.0,-700.0,2015-09-09,622204.0,4232940113.0,470.0,2014-10-13,633342.0,4232939080.0,-238.0,2015-09-09,622204.0,4232940113.0,2.0,2014-11-21,635063.0,4232939560.0,-1136.0,2014-10-04,621530.0,4232939083.0,460.098087368335,2014-10-04,621530.0,4232939083.0,598.0077340636992,2014-10-13,633342.0,4232939080.0
633385,4231740195,2015-10-01,2547676.5,2027.0,11696255.5,6747.0,-6727.0,16.0,True,702.0,2014-09-15,608967.0,4231739243.0,-9584.5,2013-05-08,629331.0,4231738092.0,695.5,2014-09-15,608967.0,4231739243.0,-166020.0,2015-09-17,641445.0,4232939634.0,,,,,-73.5,2014-09-15,608967.0,4231739243.0,963.2373798809928,2015-02-10,627924.0,4231739396.0,990.9220453698666,2014-09-15,608967.0,4231739243.0
601078,4217336943,2015-10-01,880627.5,1737.0,11506145.5,7183.0,-5283.0,20.0,True,268.0,2013-06-30,592683.0,4217335709.0,-483.5,2015-09-23,593670.0,4217336939.0,8616.0,2014-12-19,600687.0,4217336383.0,-156.5,2015-09-24,605543.0,4217336940.0,267.5,2015-09-24,605543.0,4217336940.0,-32.0,2015-09-23,593670.0,4217336939.0,439.63194833860746,2013-06-30,592683.0,4217335709.0,520.9572919155657,2013-06-30,592683.0,4217335709.0
605544,4217336945,2015-10-01,881449.0,1270.0,11505343.0,5412.0,-5268.0,8.0,True,3889.5,2014-01-02,600467.0,4217336075.0,-553.5,2013-06-30,592683.0,4217335709.0,454.0,2013-06-30,592683.0,4217335709.0,-27786.5,2010-11-24,2914320.0,4238336958.0,264.5,2013-06-30,592683.0,4217335709.0,,,,,715.8758621437099,2013-06-30,592683.0,4217335709.0,763.1765850705851,2013-06-30,592683.0,4217335709.0
740254,4200346549,2015-10-01,2495798.0,1944.0,11689531.0,8538.0,-5711.5,47.0,True,,,,,,,,,,,,,,,,,,,,,-621.5,2015-02-14,573172.0,4200346486.0,76.42807075937479,2015-02-14,573172.0,4200346486.0,626.1816829004183,2015-02-14,573172.0,4200346486.0
2762379,4222738589,2015-10-01,868399.5,1509.0,11696711.0,7940.0,-4727.0,168.0,True,,,,,-1924.0,2015-04-29,610778.0,4222738193.0,38515.0,2015-05-08,610876.0,4222738449.0,-16026.5,2014-05-22,614379.0,4222737692.0,,,,,,,,,2059.2552051652074,2015-04-29,610778.0,4222738193.0,2074.7998096201954,2015-04-29,610778.0,4222738193.0
633730,4232939516,2015-10-02,2496297.0,1502.0,11607630.5,5279.0,-6364.5,5.0,True,533.0,2014-12-10,631194.0,4232939440.0,-1729183.5,2014-11-22,621528.0,4232939065.0,7656.5,2013-12-17,621048.0,4232938600.0,-5843.5,2014-12-07,635050.0,4232939444.0,,,,,,,,,1528.0422932628533,2014-10-24,633486.0,4232939314.0,1633.529767099455,2014-10-24,633486.0,4232939314.0
748238,4232940099,2015-10-02,713532.5,409.0,11538457.5,1417.0,-6935.5,21.0,True,926617.5,2015-02-25,635207.0,4232939590.0,-3856.5,2015-08-06,635645.0,4232940176.0,126416.0,2015-03-27,617558.0,4231739844.0,-46281.0,2014-12-20,630954.0,4246139707.0,,,,,,,,,3895.240204403318,2015-08-06,635645.0,4232940176.0,3897.8641908101417,2015-08-06,635645.0,4232940176.0
613834,4232940447,2015-10-05,777513.0,878.0,11598631.0,3666.0,-6238.0,42.0,True,1786.5,2014-10-12,600784.0,4217336634.0,-6345.0,2015-07-18,635524.0,4232939979.0,,,,,,,,,,,,,,,,,1855.285018534888,2014-10-12,600784.0,4217336634.0,1855.3583885600108,2014-10-12,600784.0,4217336634.0
631950,4231739710,2015-10-05,722032.5,2077.0,11697491.0,8872.0,-6601.0,38.0,True,968.0,2015-09-23,630799.0,4231740123.0,,,,,5815.0,2015-09-23,630799.0,4231740123.0,-131518.0,2013-09-02,632870.0,4232938576.0,,,,,,,,,2643.0083238612774,2012-02-05,628614.0,4231737150.0,3063.224648960634,2012-02-05,628614.0,4231737150.0
617726,4231740120,2015-10-05,2509644.0,678.0,11708483.5,2837.0,-7148.5,5.0,True,506.0,2015-07-12,617570.0,4231739955.0,-1787951.5,2014-06-08,608870.0,4231739205.0,1264.0,2015-07-12,617570.0,4231739955.0,-8655.5,2015-02-10,609117.0,4231739601.0,,,,,,,,,1147.795822435332,2015-07-11,609534.0,4231739956.0,1168.7837695656112,2015-07-11,609534.0,4231739956.0
617727,4231740121,2015-10-06,2509708.5,1157.0,11708184.5,4675.0,-6496.0,2.0,True,26825.5,2013-12-28,630012.0,4231738582.0,-1659794.0,2014-01-02,598544.0,4222737511.0,29830.5,2015-09-13,609860.0,4231740151.0,-43575.0,2015-06-26,632613.0,4231739662.0,,,,,-652.5,2015-10-05,617726.0,4231740120.0,305.8778350910703,2015-10-05,617726.0,4231740120.0,720.6368711077723,2015-10-05,617726.0,4231740120.0
618041,4231740214,2015-10-07,2507464.5,1691.0,11739958.0,6708.0,-5765.0,22.0,True,990.5,2015-10-07,632467.0,4231740218.0,-1351.0,2014-12-23,609533.0,4231739954.0,1662.5,2015-10-07,632467.0,4231740218.0,-68063.0,2015-01-21,632370.0,4231739451.0,,,,,-724.5,2015-09-03,617733.0,4231740152.0,757.7981261523414,2015-03-01,632296.0,4231740111.0,1048.7530691254258,2015-03-01,632296.0,4231740111.0
604849,4217336946,2015-10-07,881237.5,1519.0,11505967.0,6572.0,-4998.5,29.0,True,211.5,2015-10-01,605544.0,4217336945.0,-342.0,2013-06-30,592683.0,4217335709.0,178.5,2015-10-01,601078.0,4217336943.0,-170.0,2013-06-30,592683.0,4217335709.0,,,,,-5.0,2013-06-30,592683.0,4217335709.0,381.9214578941592,2013-06-30,592683.0,4217335709.0,381.9541857343626,2013-06-30,592683.0,4217335709.0
632467,4231740218,2015-10-07,2508455.0,1248.0,11741620.5,4825.0,-5747.0,20.0,True,1222.5,2015-09-25,609869.0,4231740219.0,-990.5,2015-10-07,618041.0,4231740214.0,,,,,-1662.5,2015-10-07,618041.0,4231740214.0,,,,,,,,,1232.037032722637,2015-09-25,609869.0,4231740219.0,1232.0699046726204,2015-09-25,609869.0,4231740219.0
631813,4232940097,2015-10-08,712620.0,862.0,11539617.5,4071.0,-7951.0,12.0,True,,,,,,,,,,,,,,,,,1011.0,2015-10-08,613723.0,4232940096.0,,,,,80.2900990160057,2015-10-08,613723.0,4232940096.0,1014.1831688605367,2015-10-08,613723.0,4232940096.0
613723,4232940096,2015-10-08,712585.5,875.0,11539545.0,3902.0,-6940.0,18.0,True,284.0,2015-10-08,748237.0,4232940098.0,-2909.5,2015-08-06,635645.0,4232940176.0,125328.5,2015-03-27,617558.0,4231739844.0,-341.5,2015-10-08,748237.0,4232940098.0,292.0,2015-10-08,748237.0,4232940098.0,-1011.0,2015-10-08,631813.0,4232940097.0,80.2900990160057,2015-10-08,631813.0,4232940097.0,531.5470346074748,2015-10-08,748237.0,4232940098.0
605140,4217336950,2015-10-08,882663.0,1552.0,11506559.0,7056.0,-4982.5,11.0,True,2086.0,2014-06-13,600454.0,4217335954.0,-6.5,2015-10-08,605545.0,4217336949.0,6374.5,2014-12-17,743779.0,4217336237.0,-155.0,2015-10-08,605545.0,4217336949.0,,,,,-269.0,2013-10-13,643994.0,4238338258.0,155.13623045568693,2015-10-08,605545.0,4217336949.0,310.5289841544586,2015-10-08,605545.0,4217336949.0
605545,4217336949,2015-10-08,882656.5,1517.0,11506404.0,6764.0,-5251.5,15.0,True,6.5,2015-10-08,605140.0,4217336950.0,-1207.5,2015-10-01,605544.0,4217336945.0,155.0,2015-10-08,605140.0,4217336950.0,-28847.5,2010-11-24,2914320.0,4238336958.0,269.0,2015-10-08,605140.0,4217336950.0,,,,,155.13623045568693,2015-10-08,605140.0,4217336950.0,310.5289841544586,2015-10-08,605140.0,4217336950.0
748237,4232940098,2015-10-08,712869.5,681.0,11539203.5,3127.0,-6648.0,4.0,True,663.0,2015-10-02,748238.0,4232940099.0,-284.0,2015-10-08,613723.0,4232940096.0,341.5,2015-10-08,613723.0,4232940096.0,-746.0,2015-10-02,748238.0,4232940099.0,,,,,-287.5,2015-02-03,621695.0,4232939309.0,444.16016255400484,2015-10-08,613723.0,4232940096.0,531.5470346074748,2015-10-08,613723.0,4232940096.0
610921,4222738350,2015-10-09,821348.5,1339.0,11718331.0,6898.0,-5330.5,37.0,True,10802.0,2015-06-16,614641.0,4222738455.0,,,,,,,,,-245944.5,2015-06-21,650433.0,4238339013.0,,,,,,,,,9149.238506564358,2015-08-11,744840.0,4222738349.0,9149.696033202414,2015-08-11,744840.0,4222738349.0
617574,4231739976,2015-10-09,734976.5,1843.0,11700188.5,7917.0,-6563.5,61.0,True,5023.5,2014-10-17,631757.0,4231739319.0,-2787.5,2015-03-11,627954.0,4231739455.0,,,,,-130642.0,2015-07-25,748221.0,4232939983.0,,,,,,,,,2825.608341578854,2015-03-11,627954.0,4231739455.0,2826.1731634845023,2015-03-11,627954.0,4231739455.0
604944,4217337123,2015-10-09,895812.5,997.0,11509042.0,4106.0,-4415.5,11.0,True,17211.0,2013-10-01,604052.0,4217335832.0,,,,,19475.5,2014-04-30,604333.0,4217336152.0,-68670.0,2013-03-26,619789.0,4238337962.0,,,,,-388.5,2014-08-21,605052.0,4217336542.0,643.6988814655499,2014-08-21,605052.0,4217336542.0,751.8513815908035,2014-08-21,605052.0,4217336542.0
751297,4246139789,2015-10-10,736241.0,1596.0,11506889.5,6785.0,-6398.5,35.0,True,127963.0,2015-05-10,600792.0,4217336697.0,-565.0,2015-07-02,647333.0,4246139710.0,12762.0,2015-09-11,613644.0,4232940026.0,-1325.0,2015-07-02,647333.0,4246139710.0,,,,,,,,,1440.4339623877243,2015-07-02,647333.0,4246139710.0,1459.1569483780695,2015-07-02,647333.0,4246139710.0
585398,4217336953,2015-10-10,883682.5,1533.0,11506792.5,7071.0,-5246.0,24.0,True,1066.5,2014-06-13,600454.0,4217335954.0,-1019.5,2015-10-08,605140.0,4217336950.0,,,,,-73796.0,2015-08-15,749504.0,4238339163.0,,,,,,,,,1045.8979395715435,2015-10-08,605140.0,4217336950.0,1078.5799692187873,2015-10-08,605140.0,4217336950.0
634064,4232939941,2015-10-11,2538861.0,1304.0,11570764.0,5524.0,-6785.5,31.0,True,5942.5,2015-05-16,633842.0,4232939693.0,-861.0,2015-10-11,622187.0,4232939940.0,629.0,2015-10-11,622187.0,4232939940.0,-63216.0,2014-11-01,621373.0,4232938938.0,644.5,2015-09-10,634065.0,4232939944.0,,,,,953.9444428267299,2015-09-10,634065.0,4232939944.0,1069.2437748240577,2015-10-11,622187.0,4232939940.0
622187,4232939940,2015-10-11,2538000.0,1530.0,11571393.0,6500.0,-6865.0,20.0,True,861.0,2015-10-11,634064.0,4232939941.0,-6551.5,2014-06-14,748104.0,4232938982.0,91485.5,2014-03-06,627749.0,4231738836.0,-629.0,2015-10-11,634064.0,4232939941.0,724.0,2015-09-10,634065.0,4232939944.0,,,,,828.3091210411726,2015-09-10,634065.0,4232939944.0,1069.2437748240577,2015-10-11,634064.0,4232939941.0
620551,4238339415,2015-10-11,897633.0,308.0,11428760.0,9986.0,-4894.5,17.0,True,,,,,-5077.0,2014-04-01,620097.0,4238338489.0,41182.5,2012-01-25,640014.0,4238337499.0,,,,,,,,,,,,,5199.996394229519,2014-04-03,620096.0,4238338487.0,5242.8687996172475,2014-04-03,633374.0,4238338488.0
605313,4217336951,2015-10-11,883257.0,1510.0,11506504.5,6669.0,-5251.5,13.0,True,425.5,2015-10-10,585398.0,4217336953.0,-594.0,2015-10-08,605140.0,4217336950.0,54.5,2015-10-08,605140.0,4217336950.0,-100.5,2015-10-08,605545.0,4217336949.0,5.5,2015-10-10,585398.0,4217336953.0,,,,,513.8037076549759,2015-10-10,585398.0,4217336953.0,513.8331441236542,2015-10-10,585398.0,4217336953.0
635489,4232940025,2015-10-12,734564.5,1661.0,11519479.0,7306.0,-6360.0,18.0,True,1398.0,2015-09-11,613644.0,4232940026.0,,,,,180709.5,2015-10-09,617574.0,4231739976.0,-14788.5,2015-07-21,657076.0,4246139788.0,,,,,,,,,1351.7656046815216,2015-09-17,634071.0,4232940020.0,1404.9766012286468,2015-09-17,634071.0,4232940020.0
593672,4217336947,2015-10-12,882124.0,1470.0,11506004.0,6324.0,-5266.0,22.0,True,532.5,2015-10-08,605545.0,4217336949.0,-675.0,2015-10-01,605544.0,4217336945.0,400.0,2015-10-08,605545.0,4217336949.0,-37.0,2015-10-07,604849.0,4217336946.0,14.5,2013-10-13,643994.0,4238338258.0,-2.0,2015-10-01,605544.0,4217336945.0,666.0001876876612,2015-10-08,605545.0,4217336949.0,666.1580142879016,2015-10-08,605545.0,4217336949.0
644087,4238339416,2015-10-12,898280.5,217.0,11427487.5,7501.0,-4884.5,27.0,True,,,,,-647.5,2015-10-11,620551.0,4238339415.0,1272.5,2015-10-11,620551.0,4238339415.0,,,,,,,,,,,,,1427.7648615931125,2015-10-11,620551.0,4238339415.0,1427.7998809357002,2015-10-11,620551.0,4238339415.0
632038,4231739717,2015-10-12,721121.5,2179.0,11697582.0,9378.0,-6626.0,36.0,True,911.0,2015-10-05,631950.0,4231739710.0,,,,,8619.0,2015-08-22,617729.0,4231740124.0,-91.0,2015-10-05,631950.0,4231739710.0,25.0,2015-10-05,631950.0,4231739710.0,,,,,915.533724119434,2015-10-05,631950.0,4231739710.0,915.8749914699058,2015-10-05,631950.0,4231739710.0
641614,4232939939,2015-10-13,2535772.5,1457.0,11580006.0,5186.0,-6763.0,16.0,True,15914.5,2015-05-02,621699.0,4232939332.0,-33148.5,2014-08-20,748148.0,4232939355.0,81252.0,2013-12-14,630022.0,4231738714.0,-118008.5,2015-06-18,630961.0,4246139771.0,,,,,,,,,8816.060415514403,2015-09-10,634065.0,4232939944.0,8837.975178172883,2015-09-10,634065.0,4232939944.0
601080,4217336952,2015-10-13,883256.5,1687.0,11506808.5,7237.0,-4979.5,25.0,True,0.5,2015-10-11,605313.0,4217336951.0,-593.5,2015-10-08,605140.0,4217336950.0,6125.0,2014-12-17,743779.0,4217336237.0,-16.0,2015-10-10,585398.0,4217336953.0,,,,,-3.0,2015-10-08,605140.0,4217336950.0,304.00041118393244,2015-10-11,605313.0,4217336951.0,407.92186751876886,2015-10-11,605313.0,4217336951.0
647654,4246140130,2015-10-14,715155.5,1069.0,11491478.5,4665.0,-6931.0,46.0,True,9316.5,2015-03-17,647635.0,4246140004.0,-1128.0,2014-12-20,630954.0,4246139707.0,79763.5,2014-02-09,621232.0,4232938775.0,-16372.0,2014-12-22,656294.0,4246139550.0,,,,,,,,,1326.4946287113264,2014-12-20,630954.0,4246139707.0,1327.0388087768947,2014-12-20,630954.0,4246139707.0
744873,4222738559,2015-10-14,819904.0,904.0,11655942.0,4272.0,-5039.0,86.0,True,386.5,2015-08-08,605071.0,4217337179.0,,,,,,,,,-5926.0,2015-08-08,605071.0,4217337179.0,,,,,,,,,5938.590594577134,2015-08-08,605071.0,4217337179.0,5943.337824825373,2015-08-08,605071.0,4217337179.0
601079,4217336948,2015-10-14,882230.5,1305.0,11505716.0,5700.0,-5012.5,19.0,True,426.0,2015-10-08,605545.0,4217336949.0,-106.5,2015-10-12,593672.0,4217336947.0,251.0,2015-10-07,604849.0,4217336946.0,-373.0,2015-10-01,605544.0,4217336945.0,30.0,2015-10-08,605140.0,4217336950.0,-239.0,2013-10-13,643994.0,4238338258.0,307.0606617592035,2015-10-12,593672.0,4217336947.0,398.1814912825557,2015-10-12,593672.0,4217336947.0
632422,4231740203,2015-10-14,2517884.5,1721.0,11737001.5,6975.0,-6523.5,25.0,True,578.5,2014-07-08,608865.0,4231739146.0,-949.5,2015-08-24,632471.0,4231740245.0,,,,,-201.0,2014-07-08,608865.0,4231739146.0,101.5,2014-07-08,608865.0,4231739146.0,,,,,612.4240769270914,2014-07-08,608865.0,4231739146.0,620.7781407233989,2014-07-08,608865.0,4231739146.0
633744,4232939636,2015-10-14,2548308.5,2189.0,11530536.5,7407.0,-6877.5,79.0,True,4669.0,2013-10-15,612641.0,4232938789.0,-1412.5,2015-09-17,641445.0,4232939634.0,165719.0,2015-10-01,633385.0,4231740195.0,-9734.0,2015-03-06,631330.0,4232939563.0,,,,,,,,,1444.2150982454102,2015-09-17,641445.0,4232939634.0,1444.2532672630518,2015-09-17,641445.0,4232939634.0
593563,4217336823,2015-10-14,807541.0,988.0,11580290.0,4064.0,-5757.0,20.0,True,1762714.5,2014-12-16,633619.0,4232939410.0,-819.5,2014-09-15,585103.0,4217336608.0,597.0,2014-09-15,585103.0,4217336608.0,,,,,,,,,,,,,1013.8980471428082,2014-09-15,585103.0,4217336608.0,1015.9159660129375,2014-09-15,585103.0,4217336608.0
743841,4217336825,2015-10-15,808052.0,0.0,11580460.0,0.0,-5802.0,0.0,False,,,,,-511.0,2015-10-14,593563.0,4217336823.0,,,,,-170.0,2015-10-14,593563.0,4217336823.0,45.0,2015-10-14,593563.0,4217336823.0,,,,,538.5359783709905,2015-10-14,593563.0,4217336823.0,540.4128051776715,2015-10-14,593563.0,4217336823.0
617738,4231740177,2015-10-15,716859.0,1342.0,11685195.5,6601.0,-6658.5,11.0,True,923436.0,2014-02-19,631374.0,4231738968.0,,,,,,,,,-112980.5,2014-11-17,631091.0,4232939186.0,,,,,,,,,10869.711426712303,2012-02-05,628614.0,4231737150.0,10971.49522626702,2012-02-05,628614.0,4231737150.0
653988,4246139764,2015-10-16,740559.0,2126.0,11494564.0,9224.0,-6314.5,81.0,True,720.5,2015-09-14,633854.0,4232939764.0,-551.5,2015-09-06,647346.0,4246139761.0,18.0,2013-06-19,655714.0,4246138591.0,,,,,,,,,-250.0,2015-09-06,647346.0,4246139761.0,323.34385721704996,2015-09-06,751295.0,4246139762.0,506.99260349634295,2015-09-06,751295.0,4246139762.0
650691,4238339409,2015-10-17,798447.5,1083.0,11468602.5,4373.0,-6113.0,46.0,True,23635.0,2015-06-28,749484.0,4238339023.0,-73603.0,2015-07-24,751329.0,4246140041.0,,,,,,,,,,,,,,,,,7813.601282379335,2015-05-21,620541.0,4238339338.0,7815.031365899948,2015-05-21,620541.0,4238339338.0
634194,4238339321,2015-10-17,863238.5,531.0,11474148.0,2168.0,-6079.5,7.0,True,825.0,2015-07-17,650683.0,4238339322.0,-36810.5,2015-09-25,2947980.0,4238339370.0,23121.5,2014-09-04,644290.0,4238338723.0,-469.0,2015-07-17,650683.0,4238339322.0,,,,,-112.5,2015-07-17,650683.0,4238339322.0,948.9920969112441,2015-07-17,650683.0,4238339322.0,955.6370911596096,2015-07-17,650683.0,4238339322.0
605546,4217336954,2015-10-17,883665.5,1553.0,11506868.5,7265.0,-4963.5,19.0,True,17.0,2015-10-10,585398.0,4217336953.0,-408.5,2015-10-11,605313.0,4217336951.0,,,,,-60.0,2015-10-13,601080.0,4217336952.0,,,,,-16.0,2015-10-13,601080.0,4217336952.0,77.87810988975015,2015-10-10,585398.0,4217336953.0,293.0379668234135,2015-10-10,585398.0,4217336953.0
613728,4232940144,2015-10-17,2501222.5,431.0,11612006.0,1646.0,-6347.5,5.0,True,7014.0,2015-06-04,635226.0,4232939757.0,-2563.0,2014-12-20,641135.0,4232939346.0,54173.5,2014-09-17,576441.0,4200345890.0,,,,,,,,,,,,,1799.7261597254178,2014-11-10,634878.0,4232939259.0,1884.0967331854274,2014-11-10,634878.0,4232939259.0
631320,4232939517,2015-10-18,2496622.5,1947.0,11608500.5,6687.0,-6377.0,26.0,True,1966.0,2015-06-25,631198.0,4232939464.0,-325.5,2015-10-02,633730.0,4232939516.0,73234.5,2015-07-08,582496.0,4200347041.0,-870.0,2015-10-02,633730.0,4232939516.0,12.5,2014-12-05,647049.0,4246139499.0,-562.5,2014-10-23,634886.0,4232939316.0,672.192308792655,2014-10-24,633486.0,4232939314.0,878.1044926431023,2014-10-24,633486.0,4232939314.0
632819,4231739845,2015-10-18,718451.5,1589.0,11697614.0,7104.0,-6646.5,45.0,True,2670.0,2015-10-12,632038.0,4231739717.0,,,,,11151.5,2015-08-22,617732.0,4231740139.0,-123772.0,2014-11-13,748128.0,4232939192.0,,,,,,,,,2670.191753413975,2015-10-12,632038.0,4231739717.0,2670.2704451047653,2015-10-12,632038.0,4231739717.0
748254,4232940221,2015-10-18,730069.5,2407.0,11514434.0,10294.0,-5861.5,115.0,True,98278.5,2015-01-08,605442.0,4217336711.0,,,,,,,,,,,,,,,,,,,,,6757.000073997336,2015-10-12,635489.0,4232940025.0,6775.363624928185,2015-10-12,635489.0,4232940025.0
634072,4232940034,2015-10-19,733940.5,1541.0,11519060.0,6760.0,-6461.5,33.0,True,624.0,2015-10-12,635489.0,4232940025.0,,,,,419.0,2015-10-12,635489.0,4232940025.0,-14439.5,2015-07-03,656312.0,4246139702.0,101.5,2015-10-12,635489.0,4232940025.0,,,,,751.622910773747,2015-10-12,635489.0,4232940025.0,758.4452847766937,2015-10-12,635489.0,4232940025.0
641756,4232940183,2015-10-19,2546379.0,840.0,11579899.0,2988.0,-6805.0,8.0,True,5308.0,2015-05-02,621699.0,4232939332.0,-10606.5,2015-10-13,641614.0,4232939939.0,,,,,-49453.5,2015-10-19,621968.0,4232939633.0,,,,,,,,,6816.08685390672,2015-05-02,621699.0,4232939332.0,6816.762868106826,2015-05-02,621699.0,4232939332.0
621968,4232939633,2015-10-19,2546232.0,1830.0,11530445.5,6283.0,-7019.5,17.0,True,664.0,2015-09-17,641445.0,4232939634.0,-1084.0,2015-02-24,748171.0,4232939552.0,49453.5,2015-10-19,641756.0,4232940183.0,-210.0,2015-09-17,641445.0,4232939634.0,131.5,2015-03-17,647635.0,4246140004.0,,,,,696.4165420206501,2015-09-17,641445.0,4232939634.0,708.7229712659242,2015-09-17,641445.0,4232939634.0
